Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
41,1818435611560906752,afe2bf23-124b-40c7-bace-796e3d71aaab,Teknol 288100 base 3 (2881),TEKNOL 288100 BASE 3 (2881),kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: TEKNOL 2881-00 is a water-borne primer based on alkyd and acrylic. It is used for the industrial priming of wooden facade boards and prefabricated units for wooden houses. This product protects the wood until it is top coated at the building site or in the factory. The top coating should ideally be done as soon as possible, no later than the next summer. TEKNOL 2881-00 can be top coated with both dispersion and oil paints.",The International EPD® System,,https://www.environdec.com/library/epd13793,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:56:49.353302,
42,1818435804855406592,5de921de-0ad4-4815-b962-2548f505b15d,Teknol 183000 base 3 (Teknol 183000),TEKNOL 183000 BASE 3 (TEKNOL 183000),kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: Industrial priming of exterior wooden and prefabricated units for wooden houses. This coating may be used on timber which has been FR impregnated with phosphorous-based fire retardant formulations. The coating product itself does not hold any fire-retardant properties. The topcoat should be applied as soon as possible, at the latest during the first summer. TEKNOL 1830-00 can be applied by Conventional spraying, Brush machine, Vacumat, Brush. Apply at temperatures between 15°C and 40°C, and humidity levels below 80% RH. Low temperature and high humidity may inhibit curing. The surface temperature must be at least 3°C above the dew point to prevent moisture condensation during the curing process. The surface to be coated must be clean, dry and free from dust and grease.",The International EPD® System,,https://www.environdec.com/library/epd14560,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:57:35.438634,
43,1818435976322748416,246e8f2b-d245-4e0d-98d3-052bc1478a8e,"CHIC 铰链叶片组件(G86)(043541/2), CHIC T/T 套件臂 T1(G86)(043551/2), CHIC T/T 套件臂 T2(G86)(043561/2), CHIC T/T 套件臂 T1 (No Micro)(G86)(043591/2), CHIC 150 铰链叶片组件(G86)(043641/2)、CHIC 150 T/T 套件臂 T1(G86)(043651/2), CHIC 150 T/T 套件臂 T2(G86)(043661/2), CHIC 130 铰链叶片套件(G86)(044241/2), CHIC 130 T/T 套件臂 T1(G86)(044251/2), CHIC 130 T/T 套件臂 T2(G86)(044261/2)","CHIC Hinge Leaf Kit(G86)(043541/2), CHIC T/T Kit Arm T1(G86)(043551/2), CHIC T/T Kit Arm T2(G86)(043561/2), CHIC T/T Kit Arm T1 (No Micro)(G86)(043591/2), CHIC 150 Hinge Leaf Kit(G86)(043641/2), CHIC 150 T/T Kit Arm T1(G86)(043651/2), CHIC 150 T/T Kit Arm T2(G86)(043661/2), CHIC 130 Hinge Leaf Kit(G86)(044241/2), CHIC 130 T/T Kit Arm T1(G86)(044251/2), CHIC 130 T/T Kit Arm T2(G86)(044261/2)",kg,,,2028-04-05,,,"Description: Giesse is the brand that opens up new hardware solution frontiers for aluminium windows and doors. Technical innovation and extremely high quality are at the core of our daily work. Our focus is on achieving complete customer satisfaction, from design and production to providing our clients with a trusted partner, every step of the way.

Product Description: 
- CHIC - HINGE LEAF KIT 043541/2
- CHIC 150 - HINGE LEAF KIT 043641/2",The International EPD® System,,https://www.environdec.com/library/epd8397,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:58:16.319605,
44,1818436308842975232,fcee1112-9e2b-4ad1-a807-0e4cf5fcf492,TEKNOCLAD 337X,TEKNOCLAD 337X,kg,2024-06-18,2024-06-18,2029-06-18,Europe,,"Description: TEKNOCLAD 337X is a water-borne, industrial primer, intermediate and topcoat for exterior wooden cladding with good anti-blocking properties. TEKNOCLAD 337X will typically be applied as primer, intermediate or topcoat on substrates (all softwood and non-durable hardwood for exterior use should be treated with a wood preservative) such as softwood, hardwood, Accoya and modified wood. 

TEKNOCLAD 337X can be applied by all conventional spraying systems – as well as brush machine and/or vacumat. Apply at temperatures between 15°C and 40°C, and humidity levels below 80% RH. Low temperature and high humidity may inhibit curing. The surface temperature must be at least 3°C above the dew point to prevent moisture condensation during the curing process. The surface to be coated must be clean, dry and free from dust and grease.",The International EPD® System,,https://www.environdec.com/library/epd14614,,EPD,3,4,,,,吴宇森,,,,2024-07-30 16:59:35.598743,
45,1818436677161586688,3a3876e7-f7f3-4a51-a4e4-b9680271af50,D1(G86),D1(G86),kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13764,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:01:03.412019,
46,1818436711491964928,cd9ebab4-4acf-452f-863c-38f880d8831e,D55(G55),D55(G55),kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13770,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:01:11.597707,
47,1818436804462907392,26a2d9a3-5b16-4e59-a286-58f808bf40aa,Antistain Aqua 290152（洁白）、Antistain Aqua 290152（古白）,"ANTISTAIN AQUA 290152(CLEAN WHITE), ANTISTAIN AQUA 290152(ANTIQUE WHITE)",kg,2024-05-13,2024-05-13,2029-05-13,Europe,,Description: This is a multiple product EPD for ANTISTAIN AQUA 2901-52 for various colors. ANTISTAIN AQUA 2901-52 is a water-borne industrial primer for new wood designated for exterior use such as windows and doors. ANTISTAIN AQUA 2901-52 reduces surface discoloration caused by tannins in hardwood.,The International EPD® System,,https://www.environdec.com/library/epd13605,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:01:33.763110,
48,1818436833328107520,7da94fb4-02b5-4add-a022-023881335ce7,D1 Flex,D1 Flex,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13765,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:01:40.645157,
49,1818436869877272576,496d1b5a-13d1-4e86-bdd9-1c8f6a06a91c,"微水泥(G86), 微水泥(G33)","Microcement(G86), Microcement(G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13767,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:01:49.359353,
50,1818436985820418048,2ed4d12e-9ac3-4e18-b460-bb1d83e2ae82,TEKNOL AQUA 141001（水防腐剂）,TEKNOL AQUA 141001(Aqua Preservative),kg,2024-05-13,2024-05-13,2029-05-13,Europe,,"Description: TEKNOL AQUA 1410-01 is an aqueous industrial wood preservative for new untreated wood designated for exterior use (use class 2-3) as defined in BS/EN 335-1:1994 such as windows and doors. The product protects the wood surface and the treated area against wood destroying and wood discolouring fungi and satisfies the performance requirements of EN 599-1. Furthermore, the wood becomes more dimensionally stable. TEKNOL AQUA 1410-01 minimizes patchiness in subsequent translucent surface treatments.",The International EPD® System,,https://www.environdec.com/library/epd13558,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:02:17.001954,
51,1818437030644944896,b3b5c7c0-0252-45a0-a39e-e1b7913146ae,STUCOFIXP（SP13776），粉末涂料，粒状，饰面膏，修补腻子 干墙加固产品,"STUCOFIXP(SP13776), POWDER COAT, GRANULAR, Finishing pastes, repair putties  drywall reinforcement products",kg,,,"Finishing pastes, repair putties",,,,The International EPD® System,,https://www.environdec.com/library/epd13776,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:02:27.689954,
52,1818437075192647680,40e1da67-3c08-4d7e-9c98-33d921e5ed30,瓷砖粘合剂 (GXX)、花岗岩粘合剂 (GXX),"Tile Adhesive (GXX), Granite Adhesive (GXX)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13561,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:02:38.310655,
53,1818437099544776704,f28527f5-85cf-4a53-9495-bfa44d34bd00,丙烯酸漆（G86）、乳胶漆（G33）,"Acrylic Paints(G86), Emulsion Paints(G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd3340,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:02:44.116532,
54,1818437599275126784,33e66d19-a5c6-4863-b30c-ffd4cf443c03,Antistain Aqua 290163(290163),ANTISTAIN AQUA 290163(290163),kg,2024-05-13,2024-05-13,2029-05-13,Europe,,Description: ANTISTAIN AQUA 2901-63 is a water-borne industrial primer for new wood designated for exterior use such as windows and doors. It reduces surface discoloration caused by tannins in hardwood.,The International EPD® System,,https://www.environdec.com/library/epd13562,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:04:43.261213,
55,1818437976519217152,8bffde47-06bc-4453-ae12-b241258c2992,TEKNOL AQUA 141201（水性防腐剂）,TEKNOL AQUA 141201(Aqua Preservative),kg,2024-05-13,2024-05-13,2029-05-13,Europe,,"Description: TEKNOL AQUA 1412-01 is an aqueous industrial wood preservative for new untreated wood designated for exterior use (use classes 2-3) as defined in BS/EN 335-1 such as windows and doors. The product protects the wood surface and the treated area against wood destroying and wood discoloring fungi and satisfies the performance requirements of EN 599-1. Furthermore, the wood becomes more dimensionally stable. TEKNOL AQUA 1412-01 minimizes patchiness in subsequent translucent surface treatments.",The International EPD® System,,https://www.environdec.com/library/epd3898,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:06:13.203061,
56,1818438632147652608,28018876-c264-426a-b8da-c634cc8f7065,Safetyplus（聚苯乙烯管件）,Safetyplus (PPS fittings),kg,2024-07-04,2024-07-04,2029-07-03,Italy,,"Description: The Safety-plus series of fittings provides the highest levels of safety to multilayer pipe joints. It is mainly made from polyphenylene sulfide (PPS), an engineering plastic that is resistant to high temperatures and stresses. PPS is also distinguished by its durability, the complete elimination of corrosion risk, its excellent resistance to chemicals. Its very low internal roughness combined with the innovative jointing system between pipe and fitting provides a significant reduction in pressure drops. Male and female threads are made of synthetic material that guarantees the organoleptic features of the conveyed fluids, which never come into contact with any metal parts. The O-rings are made from peroxide-crosslinked EPDM, a special rubber which has a long lifecycle and excellent compatibility with the conveyed liquids.",The International EPD® System,,https://www.environdec.com/library/epd13902,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:08:49.517185,
57,1818438873173331968,0cc9bf78-f052-47b8-b0bb-621eb5fe3578,ArmaGirt(G3712),ArmaGirt(G3712),kg,,,2029-05-15,Gujarat,,"Description: Safe, durable and efficient, an ArmaGirt thermal bridging solution can help minimize energy loss and significantly improve envelope performance, especially when paired alongside Armatherm™’s vast range of thermal break products.",The International EPD® System,,https://www.environdec.com/library/epd13877,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:09:46.982685,
58,1818439048566542336,42b22b6e-5bad-488f-9c36-3aca6a6e8e53,Safetyplus PPS 和黄铜配件（项目编号 20202）,Safetyplus  PPS and brass fittings (Item n 20202),kg,2024-07-04,2024-07-04,2029-07-03,Italy,,"Description: The Safety-plus series of fittings provides the highest levels of safety to multilayer pipe joints. It is mainly made from polyphenylene sulfide (PPS), an engineering plastic that is resistant to high temperatures and stresses. PPS is also distinguished by its durability, the complete elimination of corrosion risk, its excellent resistance to chemicals. Its very low internal roughness combined with the innovative jointing system between pipe and fitting provides a significant reduction in pressure drops. Male and female threads are made of synthetic material that guarantees the organoleptic features of the conveyed fluids, which never come into contact with any metal parts. The O-rings are made from peroxide-crosslinked EPDM, a special rubber which has a long lifecycle and excellent compatibility with the conveyed liquids. This series is completed with a brass alloy insert.

Advantages include:
- Safety in concealed and external pipe-fitting couplings
- High resistance to chemicals
- High resistance to impact
- High fatigue resistance
- Elevated fluid flow rates and reduced pressure drops
- Good compatibility with hot and cold drinking water
- Rapid installation
- Guaranteed money-saving thanks to the possible reuse option of dismantling all fittings

Features:
- Operating temperature: from -45°C* to 95°C (*below 0°C, glycol or antifreeze additives are required).
- Maximum working pressure up to 95°C: 10 bar.
- Range: from Ø 14 to Ø 90 mm.",The International EPD® System,,https://www.environdec.com/library/epd13903,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:10:28.799602,
59,1818440404530499584,87b95e02-a58b-4ce2-9748-5b9082ba3b8c,多卡乐管道, MultiCalor Pipes,kg,2024-07-04,2024-07-04,2029-07-03,Italy,,"Description: Aquatechnik S.p.a produces and distributes systems for water-sanitary, heating, air-conditioning, and compressed air systems suitable for civil and industrial sectors. Their products include multilayer pipes (5-layer piping in PE-Xb, adhesive, aluminum, adhesive, and PE-Xb) designed for sanitary, heating, air conditioning, and compressed air systems. These pipes are suitable for both open laid exposed and concealed applications. The specific product under study is the Multi-Calor pipe, available in diameters ranging from Ø14mm to Ø90mm, with the reference product being Multi-Calor Item no. 74004 (Ø16mm), which is the best-selling variant. This pipe has a diameter of 16mm and weighs 0.113 kg/m per meter.",The International EPD® System,,https://www.environdec.com/library/epd13865,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:15:52.086243,
60,1818440517617324032,962a7034-6420-4320-84ba-4c10466a95f5,FibroMix 钢纤维,FibroMix Steel Fibers,kg,2024-05-31,2024-05-31,2029-05-31,"None

The provided text does not specify a geographical scope for the product distribution or usage",,"Description: FIBRO METALS SRL is a privately-owned entity, globally recognized for its innovative approaches in the production of steel fibers. With an integrated operation model, the company owns advanced technology for both, wire drawing and steel fibers production. In line with its goal to promote eco-friendly industrial practices, FIBRO METALS SRL employs cutting-edge technologies across various sectors. These include the utilization of solar panels, LED lighting systems, eco-technologies for compressed air systems, and a comprehensive waste management strategy that emphasizes sorting and recycling. These practices ensure that its operational footprint remains minimal, aligning with its vision for a sustainable future.",The International EPD® System,,https://www.environdec.com/library/epd14412,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:16:19.048788,
61,1818440555164733440,b2b4c154-8b29-4ea0-9bbf-640c54366da7,丙烯酸灌浆料（G86）、环氧灌浆料（G33）,"Acrylic Grout(G86), Epoxy Grout(G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13778,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:16:28.000723,
62,1818440962834305024,c906e540-6be0-4a6d-be42-d482b7e3957d,热弹性颜色,Thermoelastic Colour,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13783,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:18:05.196241,
63,1818441105105096704,e8e0e69d-5c5d-44f8-8c46-17afdd6ab29d,带 PIR（聚异氰尿酸酯）隔热芯材的双层钢面夹芯板,Double Skin Steel Faced Sandwich Panels with PIR (Polyisocyanurate) Insulation Core,m²,2024-07-23,2024-07-23,2029-07-22,Spain,,"Description: These are double skin steel-faced sandwich panels with a polyisocyanurate (PIR) insulation core, specifically designed for load-bearing, self-supporting, and non-supporting applications in roofs, walls, claddings, and ceilings. The panels feature an inner and outer skin made of steel, protected against corrosion with a pre-painted coating. The thermal insulating core material is polyisocyanurate, conforming to EN 13165 standards, and includes sealing tapes. The product analyzed represents the worst-case scenario based on the largest thickness of panels produced during the year of study (2022) at HUURRE's production facility in Cassà de la Selva, Girona, Spain.",The International EPD® System,,https://www.environdec.com/library/epd15245,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:18:39.116798,
64,1818441138361733120,3a3f7e4d-9084-4d76-9082-90525f83b8fd,表面处理化合物 (G86)、表面处理化合物 (G33),"Surface Preparation Compound (G86), Surface Preparation Compound (G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13769,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:18:47.045701,
65,1818441157768777728,cf07599d-e222-44e0-bef7-55e822bf616b,超轻油灰（未提供产品编号）,Ultralight Putty (No Product Number Provided),kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13782,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:18:51.672556,
66,1818441206212988928,2949247a-e794-4d33-b699-943bb2ec1dd8,瓷砖安装粘合剂（G86），花岗岩安装粘合剂（G33）," Tile Installation Adhesive (G86), Granite Installation Adhesive (G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13557,,EPD,3,4,,,,吴宇森,,,,2024-07-30 17:19:03.222460,
67,1818846141081587712,69c7dbf2-eea9-4d26-8cc7-3739c8b98ab4,FINON（无纺布）,FINON (NonWoven Fabric),kg,2023-06-16,2023-06-16,2028-06-16,Global,,"Description: FINON is a brand name for 100% spunbond non-woven fabric products manufactured by KOLON Industries for the first time in the Republic of Korea. With its excellent mechanical properties and fiber distribution, FINON can be applied to various industrial materials (e.g., filter media, carpet tile, automotive, shoe, and landscape). The FINON is made of PET 100% by KOLON INDUSTRIES and it is supplying excellent quality products that can be applied as well as various uses. The main applications are carpets, filters, automobiles, wallcoverings, and civil engineering/architecture.",The International EPD® System,,https://www.environdec.com/library/epd9474,,EPD,3,4,,,,吴宇森,,,,2024-07-31 20:08:07.218325,
68,1819107896282189824,242e42db-2209-4fb2-be3c-4e70dfe50b35,洞石杜拉(9),Avertic Dura(9),kg,2023-06-02,2023-06-02,2028-06-02,"None

The provided text does not specify any geographical scope for the product Avertic",,"Description: Avertic® textiles are used in protective work wear for chainsaw operators. The main function of Avertic® is to protect workers from injuries by chainsaw accidents. Another important function of the product is to provide comfort to workers, combining reliable protection with breathability and freedom to move.",The International EPD® System,,https://www.environdec.com/library/epd8940,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:28:14.521645,
69,1819108565084934144,71bfb436-513b-4de5-9a73-f26456e833e9,Avertic Dura（OEKOTEX 标准 100，编号 07157）,"Avertic Dura (OEKOTEX Standard 100, No 07157)",kg,2023-06-02,2023-06-02,2028-06-02,"None

The provided text does not specify any geographical scope for the product Avertic",,"Description: Avertic® Dura textiles are utilized in protective workwear for chainsaw operators. The primary function of Avertic® Dura is to safeguard workers against injuries caused by chainsaw accidents. Additionally, it provides comfort by combining dependable protection with breathability and freedom of movement. The Avertic products are certified according to OEKO-TEX, standard 100, no 07-157, Swerea IVF.",The International EPD® System,,https://www.environdec.com/library/epd8638,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:30:53.976678,
70,1819109424783036416,6937c9a4-9346-4be7-8dcc-146e247060d2,ReviWool 织物（W2654），ReviWool 纤维,"ReviWool Fabrics (W2654), ReviWool Fibers",m²,,,,Global,,"Description: The ReviWool® fabric range includes products with a wool/nylon content ranging from 75% wool/25% polyamide to 80% wool/20% polyamide. The polyamide can be either virgin or recycled depending on customers’ requests. The thickness of the fabric can also vary, resulting in a heavier or lighter fabric, ranging from 195 g/m² to 435 g/m².",The International EPD® System,,https://www.environdec.com/library/epd9428,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:34:18.944624,
71,1819109542378737664,e22f6ce7-4d1f-4bab-996b-0af08fe81e89,Avertic Pro(G86),Avertic Pro(G86),kg,2023-06-02,2023-06-02,2028-06-02,"None

The provided text does not specify any geographical scope for the product Avertic",,"Description: Avertic® textiles are used in protective work wear for chainsaw operators. The main function of Avertic® is to protect workers from injuries by chainsaw accidents. Another important function of the product is to provide comfort to workers, combining reliable protection with breathability and freedom to move.",The International EPD® System,,https://www.environdec.com/library/epd8642,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:34:46.981348,
72,1819109856678907904,3a6c4486-a84b-4c36-b476-5cc8f3c6371d,羊毛织物(2654),MWool fabric(2654),m²,,,,Global,,"Description: The MWool® fabric range includes products with recycled wool ranging from 55 to 70% of the total materials. The percentage of recycled polyamide is 12% min. and can be also totally recycled on customers’ request. The thickness of the fabric can also vary, resulting in a heavier or lighter fabric, ranging from 333 g/m2 to 640 g/m2. This EPD refers to the worst-case product, whose technical characteristics are described in Table 1.",The International EPD® System,,https://www.environdec.com/library/epd11497,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:36:01.916660,
73,1819110019925413888,beda7136-ac7a-4baa-ab7f-f7f8c078c05c,洞石杜拉(6),Avertic Dura(6),kg,2023-06-02,2023-06-02,2028-06-02,"None

The provided text does not specify any geographical scope for the product Avertic",,"Description: Avertic® textiles are used in protective work wear for chainsaw operators. The main function of Avertic® is to protect workers from injuries by chainsaw accidents. Another important function of the product is to provide comfort to workers, combining reliable protection with breathability and freedom to move.",The International EPD® System,,https://www.environdec.com/library/epd8640,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:36:40.837018,
74,1819110364990803968,b6eb7af6-f438-4409-b0a9-da525c805b4a,纯羊毛织物（2653）,Pure MWool fabric(2653),m²,,,,Global,,"Description: The MWool® fabric range includes products with recycled wool from ranging from 85 to 100% of the total materials. The thickness of the fabric can also vary, resulting in a heavier or lighter fabric, ranging from 194 g/m2 to 655 g/m2. This EPD refers to the worst-case product, whose technical characteristics are described in Table 1.",The International EPD® System,,https://www.environdec.com/library/epd11494,,EPD,3,4,,,,吴宇森,,,,2024-08-01 13:38:03.107754,
75,1819117717228228608,f1c9bb3e-95f9-4733-9f47-7afea50a02ba,美萨博板 Pro FBB 亮光（UN CPC 32142）,MetsäBoard Pro FBB Bright (UN CPC 32142),t,2022-03-25,2022-03-25,2027-03-25,,,"Description: MetsäBoard Pro FBB Bright is a fully coated bleached paperboard with a white back and is made of 100% fresh fibers, traceably sourced from sustainably managed northern forests. It is suitable for offset, digital, gravure, and flexo printing as well as for litholamination. It is suitable for packaging and graphical end uses, and it is available in reels and sheets. Light yet stiff, MetsäBoard Pro FBB Bright combines a smooth, bright, attractive look with good hygienic and sensory properties, along with enhanced economic and environmental performance.",The International EPD® System,,https://www.environdec.com/library/epd4273,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:07:16.017489,
76,1819125302056587264,ce4927c9-729e-46e2-9ac1-4a0cb9e53a77,无衬垫标签,Linerless Labels,kg,2023-11-07,2023-11-07,2028-10-31,,,"Based on the provided text, the specific product description isn't clearly outlined. However, taking into consideration your request, here’s the extracted product description:

Description: Linerless Labels

This refers to the section ""Product information: Linerless Labels"" as indicated in your text. More detailed information such as the product name, identification, and description follows in the document but is not included in the text snippet you've provided.",The International EPD® System,,https://www.environdec.com/library/epd10728,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:37:24.381634,
77,1819129370527272960,4c01cb46-cf0d-4bec-b910-9f118d17f0d0,Piral HD Hydrotec 15HP21（P3ductal）,Piral HD Hydrotec 15HP21(P3ductal),kg,,,,Over 100 countries,,"Description: The P3ductal system, utilizing preinsulated aluminum panels, is designed for HVAC applications. It features the Piral HD Hydrotec 15HP21 panel, notable for its use of water in the polyurethane foam expansion process instead of environmentally harmful substances like CFCs, HCFCs, and HFCs. This eco-friendly approach aligns with national and international standards for ozone layer protection. The product is supported by a global sales network and benefits from ongoing research and innovation at P3's facilities.",The International EPD® System,,https://www.environdec.com/library/epd4638,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:53:34.380294,
78,1819129651885379584,1da7acc2-f5e9-4631-afc3-597e0363d5af,造船钢（EN 10067）、造船钢（ASTM A131）、造船钢（EN 10225）,"Shipbuilding Steel (EN 10067), Shipbuilding Steel (ASTM A131), Shipbuilding Steel (EN 10225)",tonne,,,,,,"Description: The product declared is “shipbuilding steel”. Özkan Steel produces this through a process involving direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process route is Electric arc furnace -> Ladle furnace -> Continuous casting -> Hot rolling. The hot rolled shipbuilding steels come in various shapes suitable for construction, including Equal & Unequal Angles, Inverted Angles, Flat & Wide Flat Bars, Square Bars, Round Bars, Beams, Channels, and Special Sections. These steels are intended for welded constructions of vessels and offshore structures, such as ships (cruise, oil, cargo, bulk, icebreaker, etc.) and offshore structures. The product meets standards including EN 10067, ASTM A131, EN 10225, and various Class Rules (ABS, BV, DNV, LR, NK, RINA, TL, IRS). No specific reference service life is declared; the lifetime is determined by the service life of the construction project.",The International EPD® System,,https://www.environdec.com/library/epd4099,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:54:41.461131,
79,1819129780314968064,dca8ae82-8e66-495d-b129-ec858ebb1e15,铁路钢材（检查轨）、铁路钢材（起重机轨）,"Railways Steel (Check Rails), Railways Steel (Crane Rails)",tonne,,,,,,"Description: The product declared is “Railways steel”. Özkan Steel produces railways steel through a process involving direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process includes electric arc furnace, ladle furnace, vacuum degassing, continuous casting, and hot rolling. Hot rolled railways steel is available in various shapes such as check rails, crane rails, and railway accessories. Applications include railway components like crossing, base plates, clips, and fish plates, as well as crane rails for ports, terminals, and retractable roofs. The product complies with standards DIN 13674, UIC 860, and DIN 536. No specific reference service life is declared; the service life depends on the specific design and application.",The International EPD® System,,https://www.environdec.com/library/epd4098,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:55:12.081790,
80,1819129912519430144,c770655e-1fb9-4881-a421-31287b0a5e4c,工具钢（ISO 4957）,Tool Steel (ISO 4957),tonne,,,,,,"Description: The product declared is “tool steel”. Özkan Steel produces this tool steel through a process involving direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process route includes Electric arc furnace -> Ladle furnace -> Vacuum de gassing -> Continuous casting -> Hot rolling. Hot rolled tool steels are manufactured in various shapes such as Wide Flat Bars and are utilized for applications like plastic injection molds. The product conforms to ISO 4957 standards. No specific reference service life is declared for the tool steel bars, as their use and maintenance requirements depend on the specific design and application.",The International EPD® System,,https://www.environdec.com/library/epd4101,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:55:43.600983,
81,1819130330678956032,f7dda489-5e8c-4254-ae64-8902ea2ee37b,表面硬化钢（EN 10084）、表面硬化钢（ISO 6833）、表面硬化钢（ASTM A304）、表面硬化钢（UNI 7846）,"Case Hardening Steel (EN 10084), Case Hardening Steel (ISO 6833), Case Hardening Steel (ASTM A304), Case Hardening Steel (UNI 7846)",tonne,,,,,,"Description: The product declared is “case hardening steel”. Özkan Steel produces this material using direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process includes electric arc furnace, ladle furnace, vacuum degassing, continuous casting, and hot rolling. Case hardening steel is available in various shapes such as square and round bars. It is suitable for applications in automotive components like gears, shafts, and bolts, as well as engineering uses including machine tools and heavy-duty transmissions. The product meets standards EN 10084, ISO 683-3, ASTM A304, and UNI 7846. No specific reference service life is declared for these bars, as their longevity depends on the specific design and application context.",The International EPD® System,,https://www.environdec.com/library/epd4093,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:57:23.298688,
82,1819130550787641344,eeef7e62-4594-4aba-b5aa-6a57526109f3,"碳钢（OZKAN）, 碳钢（OZKAN）","Carbon Steel(OZKAN), Carbon Steel(OZKAN)",tonne,,,,,,"Description: The product declared is “carbon steel”. Özkan Steel produces this material using direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process includes an electric arc furnace, ladle furnace, vacuum degassing, continuous casting, and hot rolling. The hot-rolled carbon steels are available in various shapes such as flat & wide flat bars, square bars, and round bars. These steels have multiple applications, including medium carbon steels for axles, gears, and shafts, and high carbon steels for cutting tools, blades, punches, dies, and springs. The product conforms to standards such as DIN 17200, EN 10083-2, ISO 683-1, ASTM A29, BS 970-3, DIN 17212, and EN 10269. No specific reference service life is declared for these carbon steel bars, as their use and maintenance requirements depend on the specific design and application.",The International EPD® System,,https://www.environdec.com/library/epd4092,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:58:15.776502,
83,1819130791314198528,edd0d6c6-f40c-4477-a959-7374e7fb9a80,轴承钢（OZKAN）,Bearing Steel(OZKAN),tonne,,,,,,"Description: Bearing steel is a special steel known for its high wear resistance and rolling fatigue strength. It is produced through a process involving electric arc furnace melting, ladle furnace refinement, vacuum degassing, continuous casting, and hot rolling. Applications include manufacturing bearings (such as balls, inner and outer rings) and other uses like mining applications. The steel adheres to ISO 683-17 standards. No specific reference service life is declared for the steel bars, as their lifespan depends on the specific design and application context.",The International EPD® System,,https://www.environdec.com/library/epd4091,,EPD,3,4,,,,吴宇森,,,,2024-08-01 14:59:13.122419,
